"proposition","source"
"Nous ferons en sorte que toute reprise d’emploi se traduise par un supplément de revenu conséquent, en augmentant la prime d’activité.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous réduirons la pauvreté des personnes âgées. Le minimum vieillesse, pour une personne seule, est aujourd'hui d'environ 800 euros : nous le porterons au-delà de 900 euros.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous réduirons la pauvreté des personnes en situation de handicap. L'allocation aux adultes handicapés (AAH), pour une personne seule, est aujourd'hui d'environ 800€ par mois : nous la porterons au-delà de 900 par mois.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous créerons un versement social unique et automatique pour lutter contre le non-recours aux aides sociales.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous élargirons les horaires d’ouverture des services publics pour les adapter aux contraintes des usagers : certains services publics ouvriront le samedi et en soirée, afin d’être plus facilement accessibles par tous les usagers, et notamment ceux qui travaillent toute la semaine et en journée.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"D’ici 2022, 100% des démarches administratives pourront être effectuées depuis Internet – sauf première délivrance des documents d’identité officiels.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous créerons un compte citoyen en ligne (site et application), qui rassemblera sur une même interface tous les droits, notamment ceux liés à la santé, à la trajectoire professionnelle, à la formation, à la situation fiscale, aux droits civiques.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"D’ici la fin 2017, les directeurs d’administration centrale et les principaux dirigeants des organismes publics seront nommés ou confirmés au terme d’une procédure transparente, après revue de compétences et entretien.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"S’ils décident de quitter le service de l’État, les hauts fonctionnaires ne pourront plus, au-delà d’une certaine période, cumuler les rémunérations offertes par le secteur privé et la sécurité procurée par la faculté de retourner à leur guise dans le service public.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Dans la fonction publique, nous limiterons à cinq ans la durée de mise en disponibilité ou de détachement des fonctionnaires dans des entreprises à caractère commercial.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous garantirons la transparence sur la qualité et l’efficacité des services publics partout en France.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous créerons 10 000 postes de policiers et gendarmes supplémentaires. Nous ouvrirons 12 000 postes de professeurs des écoles dans les classes de CP et de CE1 dans les zones prioritaires.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous réduirons le nombre d’agents publics de 120 000 emplois sur la durée du quinquennat.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Les ministres seront comptables du respect des objectifs de dépense publique qui leur auront été assignés.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous mettrons fin à l’évolution uniforme des rémunérations de toutes les fonctions publiques afin de mieux prendre en compte les spécificités de chacune.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"En concertation avec les élus, nous simplifierons l’administration territoriale en confiant aux services des métropoles les compétences des conseils départementaux où elles se situent.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Les agents publics bénéficieront d’un meilleur pouvoir d’achat grâce au basculement des cotisations salariales vers la CSG.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous développerons l’expérimentation de nouvelles façons de travailler et de servir les usagers, puis évaluerons rigoureusement les résultats afin de repérer et de généraliser les meilleurs dispositifs.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Les grandes lois seront systématiquement évaluées de manière indépendante.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous introduirons plus de souplesse dans la gestion des carrières avec des rémunérations plus individualisées et la promotion des mobilités.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Le statut des fonctionnaires ne sera pas remis en cause, mais il sera modernisé et décloisonné, par un assouplissement du système rigide des corps.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous recruterons un quart au moins des directeurs d’administration centrale en dehors de la fonction publique sur la base d’appels à candidatures ouverts visant à identifier les meilleures compétences techniques et managériales.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous éliminerons les contraintes statutaires qui restreignent l’accès aux postes d’encadrement supérieur dans la fonction publique.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous développerons le recrutement sur contrat dans les fonctions non-régaliennes, afin de permettre au service public d’attirer des professionnels d’expérience en fonction des besoins.","https://en-marche.fr/emmanuel-macron/le-programme/action-publique-fonction-publique"
"Nous réduirons la pauvreté des personnes âgées. Le minimum vieillesse, pour une personne seule, est aujourd'hui d'environ 800 euros : nous le porterons au-delà de 900 euros.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous créerons un service sanitaire de 3 mois pour tous les étudiants en santé : dans ce cadre, 40 000 d’entre eux interviendront pour des actions de prévention, et notamment pour des actions de prévention de la dépendance.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous ferons évoluer la rémunération des médecins en ville afin de mieux valoriser les actions de prévention de la dépendance.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous développerons et soutiendrons les soins à domicile (ménagers, infirmiers).","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous faciliterons le retour à domicile des personnes en situation de perte d’autonomie via différents dispositifs.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous soutiendrons et développerons les solutions d’hospitalisation à domicile et de maintien à domicile pour éviter les hospitalisations inutiles et favoriser le confort des patients les plus fragiles.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous relancerons le recensement des logements accessibles et/ou adaptés, réalisé à l’initiative des communes.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous encouragerons toutes les formes d’habitat inclusif et partagé, et en particulier l’hébergement intergénérationnel.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous encouragerons les réseaux d’aide à la personne (associations où coopèrent médecins, professions para-médicales, services sociaux) et accélérerons le décloisonnement entre la ville et l’hôpital d’une part, et les secteurs sanitaire et social d’autre part.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous permettrons aux aidants de mieux se former ou d’être accompagnés.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous faciliterons les démarches administratives que réalisent les aidants pour leurs aînés.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous permettrons le don de RTT entre collègues pour les aidants dans les entreprises.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous favoriserons la création d’hébergements temporaires pour « aider les aidants » et nous encouragerons le « baluchonnage », c’est à dire l’intervention d’une tierce personne au sein du domicile des personnes âgées.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous instaurerons des enquêtes de satisfaction systématiques dans les établissements médico-sociaux.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous simplifierons et élargirons le droit actuel pour déployer plus facilement des expérimentations et les solutions de santé connectée.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous encouragerons les solutions de télémédecine dans les EPHAD, les maisons de santé et les centres gériatriques afin d’assurer un suivi médical pertinent aux personnes en situation de perte d’autonomie sur l’ensemble du territoire.","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous travaillerons à la structuration du secteur de l’aide à domicile et, en lien avec la Banque Publique d’Investissement, au développement de la « Silver Economie ».","https://en-marche.fr/emmanuel-macron/le-programme/dependance"
"Nous augmenterons le revenu net de chacun, en réduisant les cotisations sociales.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous ferons en sorte que toute reprise d’emploi se traduise par un supplément de revenu conséquent, en augmentant la prime d’activité.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous rétablirons les exonérations de cotisations sociales sur les heures supplémentaires.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous simplifierons la vie des entreprises, en transformant le CICE en allégement permanent de cotisations sociales de 6 points.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous faciliterons l’embauche des salariés peu qualifiés, en atteignant zéro charge générale au niveau du SMIC.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous créerons des “emplois francs”.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous créerons un code du travail digital pour mieux accompagner les PME dans les décisions qu’elles prennent.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous réduirons nettement les cotisations sociales qui pèsent sur les indépendants (professions libérales, commerçants, artisans, agriculteurs…) : 500 euros de moins par an pour un revenu de 3000 euros nets par mois.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous supprimerons la caisse qui gère le Régime Social des Indépendants (RSI) pour l’adosser au régime général, afin que tous bénéficient de la même qualité de service et des mêmes droits.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous supprimerons les charges des microentreprises nouveau nom des auto-entrepreneurs) la première année et doublerons les plafonds pour permettre à plus d’entreprises de bénéficier de cette mesure et du régime fiscal de la microentreprise.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous ferons un effort massif pour l’apprentissage. Pour que les jeunes en difficulté scolaire puissent réussir leur apprentissage, nous développerons les périodes de pré-apprentissage.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous instaurerons un système de bonus-malus sur les cotisations d’assurance chômage.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous instaurerons un plafond et un plancher pour les indemnités prud’homales pour licenciement sans cause réelle et sérieuse (hormis les cas de discrimination, de harcèlement, etc.).","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous mettrons en place une assurance chômage pour tous, parce que dans un monde qui se transforme, le chômage ne peut plus être un risque contre lequel certains se couvrent à titre individuel, d’autres par des garanties collectives qui se fragilisent.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous ouvrirons les droits à l'assurance-chômage aux salariés qui démissionnent.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"La contrepartie de ces droits nouveaux sera un contrôle accru de la recherche d’emploi, pour lequel les moyens de Pôle Emploi seront renforcés et les sanctions rendues justes et crédibles.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Parce qu’il assume en dernier ressort la responsabilité du chômage et de la précarité, l’État prendra en charge le système d’assurance-chômage en y associant l’ensemble des parties prenantes et en particulier les partenaires sociaux.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"La majeure partie des contributions actuelles des entreprises pour la formation sera progressivement converti en droits individuels pour les actifs. Chacun pourra s’adresser directement aux prestataires de formation, selon ses besoins. Le système sera simple.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Les droits seront d’autant plus élevés que les besoins de qualification sont importants. Le système sera  juste.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Chacun disposera d’une information simple sur les résultats concrets de chaque formation, de chaque accompagnement (retour à l’emploi, impact sur la trajectoire salariale…) car tous les organismes seront soumis à labellisation et obligés d'afficher leurs performances : plus personne ne s’engagera dans une formation sans savoir à quoi elle mène ni quelle est sa qualité. Le système sera transparent.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous investirons massivement dans l’acquisition des compétences","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous permettrons de négocier au plus près du terrain. Le Code du travail définit un socle de droits et de règles (durée légale du travail, salaire minimum, égalité professionnelle...), qui continuera de s’imposer aux entreprises.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Une démarche volontariste sera engagée pour réduire fortement le nombre de branches à celles qui pourront pleinement participer à une politique de filière au-delà des métiers et des secteurs : nous pouvons viser d’en avoir entre cinquante et cent.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous simplifierons les instances de représentation du personnel pour un dialogue social plus efficace.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous renforcerons la formation des représentants des salariés.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous permettrons à chaque salarié d’apporter des ressources financées par l’employeur au syndicat de son choix.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous encouragerons l’engagement syndical, la reconnaissance de celui-ci dans les carrières au sein des entreprises et nous lutterons contre la discrimination syndicale.","https://en-marche.fr/emmanuel-macron/le-programme/travail-emploi"
"Nous permettrons de négocier au plus près du terrain.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Une démarche volontariste sera engagée pour réduire fortement le nombre de branches : nous pouvons viser d’en avoir entre 50 et 100.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Nous simplifierons les instances de représentation du personnel pour un dialogue social plus efficace et rendre le passage des seuils plus souple.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Nous renforcerons la formation des représentants des salariés.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Nous permettrons à chaque salarié d’apporter des ressources financées par l’employeur au syndicat de son choix.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Nous encouragerons l’engagement syndical, la reconnaissance de celui-ci dans les carrières au sein des entreprises et nous lutterons contre la discrimination syndicale.","https://en-marche.fr/emmanuel-macron/le-programme/dialogue-social"
"Nous défendrons le mariage pour tous, qui est un acquis fondamental du quinquennat en cours.","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Nous lutterons contre l’homophobie du quotidien, notamment dans le milieu du travail, en multipliant les opérations de contrôles aléatoires (""testing"") et de désignation publique des entreprises fautives (""name and shame"").","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Nous assurerons la participation de la France à une initiative internationale pour lutter contre les trafics et la marchandisation des femmes liés au développement de la GPA dans le monde.","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Nous sommes favorables à l’ouverture de la procréation médicalement assistée (PMA) pour les femmes seules et les couples de femmes.","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Nous ne sommes pas favorables à autoriser la gestation pour autrui (GPA) en France.","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Nous assurerons que les enfants issus de la GPA nés à l’étranger voient leur filiation reconnue à l’état-civil français, selon la jurisprudence de la Cour Européenne des Droits de l’Homme.","https://en-marche.fr/emmanuel-macron/le-programme/familles-et-societe"
"Demain, chacun pourra connaître en temps réel ses droits.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Demain, personne ne craindra de « perdre des droits ».","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Demain, personne n’accusera autrui de « profiter du système ».","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Demain, chacun pourra mieux choisir son âge de départ.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Demain, nous ne pénaliserons plus les parcours heurtés.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Le système restera un régime par répartition.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Les taux de cotisation pourront rester différents.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Les spécificités de certains régimes ne disparaîtront pas.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Il y aura toujours un âge légal de la retraite à partir duquel on pourra liquider ses droits. Il restera à 62 ans.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"La solidarité nationale aidera ceux qui en ont besoin.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"La pénibilité sera toujours prise en compte.","https://en-marche.fr/emmanuel-macron/le-programme/retraites"
"Nous créerons, dans chaque département, un tribunal de première instance qui fusionnera l’ensemble des tribunaux locaux spécialisés de première instance. Ce tribunal traitera l’ensemble des matières dans des pôles dédiés : pénal, social, affaires familiales, commercial, civil…. Les justiciables n’auront plus à chercher leur juge.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous créerons un service d’accueil unique du justiciable sur les anciens sites des juridictions fusionnées. Dans ces points d’accueil, les justiciables, quel que soit le contentieux, pourront être renseignés et accompagnés, effectuer les démarches préalables à l’audience, et suivre l’avancée de leur dossier.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous modifierons les ressorts des cours d’appel afin qu’aucune ne soit à cheval sur plusieurs régions administratives et qu’aucun département ne dépende d’une cour qui ne soit pas dans la même région que lui.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous ferons en sorte que, sauf exception, toutes les décisions des premiers juges soient immédiatement exécutoires pour que l’appel ne soit pas dilatoire et ne soit pas un prétexte à délais.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous ramènerons le nombre de modes de saisine de 15 à 2 pour les procédures civiles.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Avec la numérisation, les juges et les greffiers bénéficieront de nouveaux outils qui permettront de simplifier et d’automatiser des tâches répétitives comme les enregistrements ou les convocations, comme les demandes de transmission de pièces justificatives. Les juges bénéficieront d’outils numériques d’aide à la décision.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous simplifierons la gestion des tutelles pour les personnes âgées.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous simplifierons le traitement des procédures en matière pénale.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous créerons un service public numérique de la justice, avec un portail unique d’accès sur le modèle d’impots.gouv.fr.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous créerons une procédure simple, exclusivement numérique et rapide pour le règlement des litiges de la vie quotidienne.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous favoriserons la création de plateformes de règlement amiable des litiges qui lorsqu’elles seront tenues par des professionnels associant avocats huissiers ou notaires pourront conclure des accords ayant la force d’un jugement.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous réformerons l’aide juridictionnelle pour qu’elle soit plus responsable et efficace.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Toute personne condamnée à une peine de prison ferme inférieure ou égale à 2 ans devra être effectivement incarcérée avant que ne soient envisagées des mesures d’aménagement de cette peine. Le principe de l’automaticité de l’examen de l’aménagement de peine sera donc supprimé.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous instaurerons le principe d’un examen automatique de l’aménagement de la peine aux 2/3 de la peine exécutée.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous rénoverons les bâtiments pénitentiaires anciens pour qu’ils soient aux normes d’habitat décent. Nous remplacerons nombre pour nombre ceux qui ne pourront être rénovés.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous construirons 15 000 places de prison supplémentaires sur le quinquennat, soit environ un quart de plus qu’aujourd’hui.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"La personne détenue sera placée dans un parcours de peine dépendant de son comportement, c’est à dire plus favorable si elle se comporte bien, et défavorable en cas de mauvaise conduite. Il faut inscrire obligatoirement le détenu dans un parcours de travail ou de formation : mettre fin à l’inactivité et concevoir les nouveaux hébergements autour de cette notion d’activité.","https://en-marche.fr/emmanuel-macron/le-programme/justice"
"Nous négocierons la signature d’un accord national interprofessionnel visant à organiser et faciliter la pratique du sport dans les entreprises.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous inciterons les établissements scolaires et les associations sportives locales à se rapprocher pour garantir la continuité et la complémentarité des pratiques sur le temps scolaire et extrascolaire.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous mettrons en place des maisons du sport santé pour garantir un accompagnement personnalisé de nos compatriotes atteints d’affections lourdes (obésité, maladies cardiovasculaires, diabètes, etc.), mais aussi désireux de se remettre en forme.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous nous battrons pour permettre à tous de pratiquer une activité sportive.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous redéfinirons l’organisation de la politique du sport au niveau national.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous nous engageons à rendre le fonctionnement des fédérations plus efficace avec l’élection systématique des présidents de fédérations par les clubs, une plus grande autonomie donnée par l’Etat.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous soutenons pleinement la candidature de Paris à l’organisation des Jeux Olympiques et Paralympiques 2024.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous améliorerons le maillage des équipements sportifs sur l’ensemble du territoire en fixant des objectifs de construction dans le cadre de nouveaux grands projets d’aménagement.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous rendrons obligatoire la réalisation des équipements sportifs dans les zones nouvelles d’aménagement, faciliterons l’achat de créneaux dans les équipements réalisés par des opérateurs privés.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous ferons en sorte que d’ici la fin du quinquennat, l’ensemble des sportifs de haut niveau soient en formation ou en contrat avec une entreprise.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Nous simplifierons les deux services publics de la formation aux métiers du sport qui existent aujourd’hui (la formation délivrée par le Ministère des sports et celles délivrées par l’Education Nationale, les formations STAPS) dans un objectif d’efficacité et de lisibilité des offres de formation.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"La mise en œuvre d’un plan de valorisation du bénévolat avec le renforcement de la protection des bénévoles en matière de responsabilité personnelle et , le renforcement du mécénat de compétence.","https://en-marche.fr/emmanuel-macron/le-programme/sport"
"Afin de faire des ports français les principales portes d’accès à la France, nous établirons une nouvelle stratégie portuaire nationale, alliant Grands ports maritimes et ports décentralisés et secondaires.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous soutiendrons notre secteur de la pêche et de l’aquaculture pour garantir la souveraineté alimentaire de notre pays.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous repenserons les conditions de l’emploi maritime, notamment en renforçant ou en créant les passerelles au sein du monde maritime et avec les autres secteurs d'activité.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous soutiendrons le développement des énergies marines renouvelables afin d’atteindre les objectifs fixés par la loi de transition énergétique et de construire une filière industrielle française.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous encouragerons une valorisation raisonnée de nos ressources marines stratégiques, notamment dans le champ des biotechnologies ou des métaux rares.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous développerons la recherche marine, parent pauvre de la recherche française.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous accorderons une attention particulière à la protection de la biodiversité marine. Nous proposerons d’organiser, dans un territoire d’outre-mer, une conférence mondiale sur la biodiversité.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Les contrats de développement durable, passés entre l’Etat et les régions, comporteront un volet maritime sur nos façades.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous renforcerons le travail public-privé entrepris lors du précédent quinquennat autour du Comité France maritime. Dans cet esprit, nous repenserons l’utilisation des espaces marins et littoraux grâce à une planification spatiale souple, dynamique et évolutive.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous encouragerons la dynamique enclenchée par le Cluster maritime pour avoir les moyens de construire une French Sea Tech. Notre ambition portera sur :","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous conforterons le rôle et les moyens des acteurs de l’Etat en mer pour assurer le contrôle de notre espace maritime et des richesses qu’il contient.","https://en-marche.fr/emmanuel-macron/le-programme/mer"
"Nous supprimerons la caisse qui gère le Régime Social des Indépendants (RSI) pour l’adosser au régime général, afin que tous bénéficient de la même qualité de service et des mêmes droits. Nous réduirons nettement les charges qui pèsent sur les indépendants (professions libérales, commerçants, artisans, agriculteurs…)","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous ouvrirons des droits à l’assurance-chômage aux indépendants et aux entrepreneurs afin qu’ils puissent bénéficier des mêmes droits au chômage que les salariés si leur aventure entrepreneuriale ne s’avère pas couronnée de succès.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous supprimerons les charges des microentreprises (auto-entrepreneurs) la première année et doublerons les plafonds pour permettre à plus d’entreprises de bénéficier de cette mesure et du régime fiscal de la microentreprise. Nous permettrons chaque année à tous les artisans et commerçants d’opter ou non, selon leurs besoins, pour le régime fiscal de la microentreprise.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous refonderons l’action de l’administration pour la mettre au service des entreprises et l’inciter à produire des règles simples et stables.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous créerons un code du travail digital pour mieux accompagner les PME dans les décisions qu’elles prennent.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous développerons les instruments permettant d’accompagner et d’aider les TPE/PME dans les principales étapes de la gestion de leurs ressources humaines comme, par exemple, pour faire face à leurs premiers recrutements, s’acquitter de l’obligation de mettre en place un entretien professionnel ou pour leur permettre d’accéder à la formation professionnelle à laquelle elles ont droit pour leurs salariés. Cette offre de service d’information, de conseil et d’accompagnement permettra d’assurer l’effectivité des mesures prises plus efficacement que par la sanction.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous instaurerons un plafond et un plancher pour les indemnités prud’homales pour licenciement sans cause réelle et sérieuse (hormis les cas de discrimination, de harcèlement, etc.). Le plancher permettra de protéger les droits des salariés. Le plafond donnera aux entreprises une visibilité et une assurance qui permettront de lever les freins à l’embauche en CDI.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous poursuivrons les efforts de simplification dans l’accès à la commande publique.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"L’Impôt de Solidarité sur la Fortune ne concernera plus l’investissement qui sert l’économie (actions, parts, titres d’entreprises). Il sera remplacé par un Impôt sur la Fortune Immobilière, qui reposera uniquement sur les biens immobiliers, dans les mêmes conditions que l’ISF aujourd’hui.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Un prélèvement forfaitaire unique (PFU) de l’ordre de 30% sera appliqué à l’ensemble des revenus tirés du capital mobilier (intérêts, dividendes, plus-values mobilières etc.).","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous constituerons un Fonds pour l’industrie et l’innovation.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous amplifierons encore les efforts en matière de réduction des délais de paiement, en renforçant notamment les obligations en la matière des collectivités publiques et dissuaderons les mauvais payeurs par une action ferme de l’Etat.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous réduirons le taux d’IS jusqu’à la moyenne européenne de 25%.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous faciliterons l’embauche des salariés peu qualifiés, en atteignant zéro charges générales au niveau du SMIC.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous défendrons l’instauration d’un contrôle européen sur les investissements étrangers afin de défendre ensemble nos entreprises stratégiques.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous défendrons le renforcement des procédures européennes anti-dumping afin de pouvoir agir plus rapidement et de manière plus dissuasive.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous défendrons un Buy European Act permettant de réserver l’accès aux marchés publics européens aux entreprises qui localisent au moins la moitié de leur production en Europe.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
"Nous défendrons, au niveau européen, une taxe sur le chiffre d’affaires réalisé dans nos pays pour des prestations de service électronique. Cela éliminera ainsi les montages consistant à rapatrier les profits dans des paradis fiscaux.","https://en-marche.fr/emmanuel-macron/le-programme/entreprises"
